Run Fitness1 Solution1 Elite1 Fitness2 Solution2 Elite2
2 5540919.09 3011001 T 5540919.09 3011001 T
2 5540919.09 3011001 T 4059528.33 1016006 F
2 5540919.09 3011001 T 4666627.60 2016006 F
2 5540919.09 3011001 T 4644037.20 3016011 T
2 5540919.09 3011001 T 4072132.33 0016006 F
2 5540919.09 3011001 T 3300775.20 3011006 T
2 5540919.09 3011001 T 3300775.20 3011006 T
2 5540919.09 3011001 T 4059301.67 0016011 F
2 5540919.09 3011001 T 4056454.67 2011011 F
2 5540919.09 3011001 T 4343976.44 3006016 F
2 5540919.09 3011001 T 4709362.00 1001011 F
2 5540919.09 3011001 T 3302838.80 3016021 F
2 5540919.09 3011001 T 3315272.40 2011006 F
2 5540919.09 3011001 T 3300558.80 3011016 F
2 5540919.09 3011001 T 4712948.80 0011006 F
2 5540919.09 3011001 T 3300775.20 3011006 T
2 5540919.09 3011001 T 4365895.11 2011016 F
2 5540919.09 3011001 T 4055720.00 2016011 F
2 5540919.09 3011001 T 4365895.11 2011016 F
2 5540919.09 3011001 T 4715933.20 1011016 F
2 5540919.09 3011001 T 4059301.67 0016011 F
2 5540919.09 3011001 T 5185976.00 0006016 F
2 5540919.09 3011001 T 4720642.80 1011001 F
2 5540919.09 3011001 T 3300600.80 3016006 T
2 5540919.09 3011001 T 3300775.20 3011006 T
2 5540919.09 3011001 T 4055604.67 0021011 F
2 5540919.09 3011001 T 3154570.00 3006011 F
2 5540919.09 3011001 T 4662259.20 2001011 F
2 5540919.09 3011001 T 4715930.00 2016001 F
2 5540919.09 3011001 T 2770320.00 3021011 T
2 5540919.09 3011001 T 3236618.80 3016016 T
2 5540919.09 3011001 T 4344611.11 3011021 F
2 5540919.09 3011001 T 2766942.89 3026006 T
2 5540919.09 3011001 T 3299996.20 3001006 F
2 5540919.09 3011001 T 4676176.00 0021006 F
2 5540919.09 3011001 T 2770320.00 3021011 T
2 5540919.09 3011001 T 3300775.20 3011006 T
2 5540919.09 3011001 T 4719303.20 1006001 F
2 5540919.09 3011001 T 4056454.67 2011011 F
2 5540919.09 3011001 T 4712948.80 0011006 F
2 5540919.09 3011001 T 3303715.20 3001016 F
2 5540919.09 3011001 T 4712349.20 2006011 F
2 5540919.09 3011001 T 5544662.55 3001021 F
2 5540919.09 3011001 T 5088444.50 3006001 F
2 5540919.09 3011001 T 3300600.80 3016006 T
2 5540919.09 3011001 T 4719710.40 1006011 F
2 5540919.09 3011001 T 4674876.00 2001006 F
2 5540919.09 3011001 T 4647185.20 3006006 T
2 5540919.09 3011001 T 4062790.33 1011006 F
2 5540919.09 3011001 T 2764764.00 3026001 F
2 5540919.09 3011001 T 4712948.80 0011006 F
2 5540919.09 3011001 T 5540919.09 3011001 T
2 5540919.09 3011001 T 2766656.22 3026011 T
2 5540919.09 3011001 T 4365895.11 2011016 F
2 5540919.09 3011001 T 3299996.20 3001006 F
2 5540919.09 3011001 T 4039143.67 3001011 F
2 5540919.09 3011001 T 4709362.00 1001011 F
2 5540919.09 3011001 T 4644037.20 3016011 T
2 5540919.09 3011001 T 4712349.20 2006011 F
2 5540919.09 3011001 T 4712948.80 0011006 F
2 5540919.09 3011001 T 5540919.09 3011001 T
2 5540919.09 3011001 T 4666627.60 2016006 F
2 5540919.09 3011001 T 4059997.00 2021016 T
2 5540919.09 3011001 T 4720642.80 1011001 F
2 5540919.09 3011001 T 4343976.44 3006016 F
2 5540919.09 3011001 T 4644037.20 3016011 T
2 5540919.09 3011001 T 4056454.67 2011011 F
2 5540919.09 3011001 T 4657912.40 2021006 F
2 5540919.09 3011001 T 3300558.80 3011016 F
2 5540919.09 3011001 T 4659202.00 0001011 F
2 5540919.09 3011001 T 5542878.55 3001001 F
2 5540919.09 3011001 T 4060739.33 2006016 F
2 5540919.09 3011001 T 3299429.80 3011011 T
2 5540919.09 3011001 T 4712948.80 0011006 F
2 5540919.09 3011001 T 3300558.80 3011016 F
2 5540919.09 3011001 T 3315272.40 2011006 F
2 5540919.09 3011001 T 4647185.20 3006006 T
2 5540919.09 3011001 T 4072132.33 0016006 F
2 5540919.09 3011001 T 4647185.20 3006006 T
2 5540919.09 3011001 T 3299429.80 3011011 T
2 5540919.09 3011001 T 4062822.00 0006006 F
