"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","numelites","porc-elites","avg_outedges_elites","avg_incedges_elites","edges-consec-elites","porc_edges-consec-elites"
"1","MMASQAP_SR_L2_STN_stn",2268,3910,1,9,2,0.5,2.8889,9,119,5.24691358024691,35.8823529411765,3.84033613445378,398,10.1790281329923
