"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","numelites","porc-elites","avg_outedges_elites","avg_incedges_elites","edges-consec-elites","porc_edges-consec-elites"
"1","MMASQAP_N_L0_STN_stn",226,814,1,5,1,3.9,4.9,10,49,21.6814159292035,51.7959183673469,22.4897959183673,261,32.0638820638821
