"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","porc-elites","avg_incedges_elites","avg_outedges_elites","porc_edges-consec-elites"
"1","MMASQAP_SR_L1_STN_stn",845,2693,1,35,1,1.1,3.5,18,8.99408284023669,16.3289473684211,54.5394736842105,22.5027849981433
