"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","porc-elites","avg_incedges_elites","avg_outedges_elites","porc_edges-consec-elites"
"1","MMASQAP_N_L2_STN_stn",1748,2530,1,148,1,1.2,3.2143,14,10.812356979405,4.22222222222222,19.2222222222222,14.0711462450593
