"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","porc-elites","avg_incedges_elites","avg_outedges_elites","porc_edges-consec-elites"
"1","MMASQAP_N_L0_STN_stn",226,814,1,36,1,3.9,4.2,10,21.6814159292035,22.4897959183673,51.7959183673469,32.0638820638821
