"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","porc-elites","avg_incedges_elites","avg_outedges_elites","porc_edges-consec-elites"
"1","MMASQAP_N_L1_STN_stn",660,1670,1,69,1,2,2.8462,13,14.3939393939394,10.0947368421053,32.3157894736842,24.7904191616766
