"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","porc-elites","avg_incedges_elites","avg_outedges_elites","porc_edges-consec-elites"
"1","MMASQAP_SR_L2_STN_stn",2268,3910,1,43,2,0.5,3.7619,21,5.24691358024691,3.84033613445378,35.8823529411765,10.1790281329923
