"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","numelites","porc-elites","avg_outedges_elites","avg_incedges_elites","edges-consec-elites","porc_edges-consec-elites"
"1","ACOTSP_SR_L2_STN_stn",6204,6165,1,10,39,0.1,5,1,258,4.15860735009671,23.8953488372093,0.848837209302326,219,3.55231143552311
