"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","numelites","porc-elites","avg_outedges_elites","avg_incedges_elites","edges-consec-elites","porc_edges-consec-elites"
"1","irace_L2_STN_stn",1748,2530,1,148,1,1.2,3.2143,14,189,10.812356979405,19.2222222222222,4.22222222222222,356,14.0711462450593
