"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","numelites","porc-elites","avg_outedges_elites","avg_incedges_elites","edges-consec-elites","porc_edges-consec-elites"
"1","iracesr_L1_STN_stn",6196,6158,1,38,39,0.1,5,1,258,4.16397675919948,23.8914728682171,0.852713178294574,219,3.55634946411172
