"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","numelites","porc-elites","avg_outedges_elites","avg_incedges_elites","edges-consec-elites","porc_edges-consec-elites"
"1","iracesr_L2_STN_stn",2268,3910,1,43,2,0.5,3.7619,21,119,5.24691358024691,35.8823529411765,3.84033613445378,398,10.1790281329923
