"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","porc-elites","avg_incedges_elites","avg_outedges_elites","porc_edges-consec-elites"
"1","ACOTSP_N_L1_STN_stn",6074,6035,1,26,40,0.1,4,1,4.28054000658545,0.85,23.2153846153846,3.66197183098592
