"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","porc-elites","avg_incedges_elites","avg_outedges_elites","porc_edges-consec-elites"
"1","ACOTSP_N_L0_STN_stn",6051,6021,1,26,38,0.1,4,1,4.29681044455462,0.869230769230769,23.2,3.68709516691579
