"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","porc-elites","avg_incedges_elites","avg_outedges_elites","porc_edges-consec-elites"
"1","ACOTSP_SR_L1_STN_stn",6196,6158,1,38,39,0.1,5,1,4.16397675919948,0.852713178294574,23.8914728682171,3.55634946411172
