"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","porc-elites","avg_incedges_elites","avg_outedges_elites","porc_edges-consec-elites"
"1","ACOTSP_SR_L0_STN_stn",6142,6133,1,38,38,0.1,5,1,4.15174210354933,0.894117647058824,24.1372549019608,3.61976194358389
