"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","porc-elites","avg_incedges_elites","avg_outedges_elites","porc_edges-consec-elites"
"1","ACOTSP_N_L2_STN_stn",6078,6038,1,26,40,0.1,4,1,4.27772293517604,0.846153846153846,23.2230769230769,3.64359059291156
