"","instance","nodes","edges","nbest","nend","components","strength","plength","npaths","porc-elites","avg_incedges_elites","avg_outedges_elites","porc_edges-consec-elites"
"1","ACOTSP_SR_L2_STN_stn",6204,6165,1,38,39,0.1,5,1,4.15860735009671,0.848837209302326,23.8953488372093,3.55231143552311
