"location","algorithm","nodes","edges","nbest","nend","components","strength","plength","npaths","porc-elites","avg_incedges_elites","avg_outedges_elites","porc_edges-consec-elites"
"L0","irace",6051,6021,1,26,38,0.1,4,1,4.29681044455462,0.869230769230769,23.2,3.68709516691579
"L0","irace-sr",6142,6133,1,38,38,0.1,5,1,4.15174210354933,0.894117647058824,24.1372549019608,3.61976194358389
"L1","irace",6074,6035,1,26,40,0.1,4,1,4.28054000658545,0.85,23.2153846153846,3.66197183098592
"L1","irace-sr",6196,6158,1,38,39,0.1,5,1,4.16397675919948,0.852713178294574,23.8914728682171,3.55634946411172
"L2","irace",6078,6038,1,26,40,0.1,4,1,4.27772293517604,0.846153846153846,23.2230769230769,3.64359059291156
"L2","irace-sr",6204,6165,1,38,39,0.1,5,1,4.15860735009671,0.848837209302326,23.8953488372093,3.55231143552311
