Run Fitness1 Solution1 Elite1 Fitness2 Solution2 Elite2
1 1844164.00 3021021 T 1842028.00 3011031 T
1 1844164.00 3021021 T 1848289.20 3041021 T
1 1844164.00 3021021 T 3058750.75 2031031 F
1 1844164.00 3021021 T 3064577.00 2021031 F
1 1844164.00 3021021 T 3118273.75 2021021 F
1 1844164.00 3021021 T 1620527.33 3031011 T
1 1844164.00 3021021 T 1850334.00 1021011 F
1 1844164.00 3021021 T 3079135.25 2011021 T
1 1844164.00 3021021 T 3978054.25 2021041 F
1 1844164.00 3021021 T 1627898.33 1021031 F
1 1844164.00 3021021 T 1849072.00 1031021 F
1 1844164.00 3021021 T 1621164.33 3021031 T
1 1844164.00 3021021 T 1852340.80 1011011 F
1 1844164.00 3021021 T 3118273.75 2021021 F
1 1844164.00 3021021 T 1624792.00 3021011 T
1 1844164.00 3021021 T 1850836.80 2031021 F
1 1844164.00 3021021 T 1845842.80 3031021 T
1 1844164.00 3021021 T 1844164.00 3021021 T
1 1844164.00 3021021 T 1847574.80 0021021 F
1 1844164.00 3021021 T 1852340.80 1011011 F
1 1844164.00 3021021 T 1849382.00 1011031 T
1 1844164.00 3021021 T 1845842.80 3031021 T
1 1844164.00 3021021 T 1850334.00 1021011 F
1 1844164.00 3021021 T 3453951.14 3011011 T
1 1844164.00 3021021 T 1848916.80 1021021 F
1 1844164.00 3021021 T 1847574.80 0021021 F
1 1844164.00 3021021 T 1848916.80 1021021 F
1 1844164.00 3021021 T 1852340.80 1011011 F
1 1844164.00 3021021 T 1893670.40 3031001 T
1 1844164.00 3021021 T 3118273.75 2021021 F
1 1844164.00 3021021 T 1621164.33 3021031 T
1 1844164.00 3021021 T 1850284.40 0011041 F
1 1844164.00 3021021 T 1844164.00 3021021 T
1 1844164.00 3021021 T 1621164.33 3021031 T
1 1844164.00 3021021 T 1846376.40 1011021 T
1 1844164.00 3021021 T 1842028.00 3011031 T
1 1844164.00 3021021 T 3463707.43 0021011 F
1 1844164.00 3021021 T 3159057.25 2011031 F
1 1844164.00 3021021 T 1847574.80 0021021 F
1 1844164.00 3021021 T 1620527.33 3031011 T
1 1844164.00 3021021 T 1852205.20 0031021 F
1 1844164.00 3021021 T 1627422.00 1031011 F
1 1844164.00 3021021 T 1620527.33 3031011 T
1 1844164.00 3021021 T 1624792.00 3021011 T
1 1844164.00 3021021 T 1845399.20 3031031 T
1 1844164.00 3021021 T 1842028.00 3011031 T
1 1844164.00 3021021 T 1849382.00 1011031 T
1 1844164.00 3021021 T 1844168.00 3011021 T
1 1844164.00 3021021 T 1893670.40 3031001 T
1 1844164.00 3021021 T 3453951.14 3011011 T
1 1844164.00 3021021 T 1844940.00 3021041 F
1 1844164.00 3021021 T 1850334.00 1021011 F
1 1844164.00 3021021 T 1624792.00 3021011 T
1 1844164.00 3021021 T 1624792.00 3021011 T
1 1844164.00 3021021 T 1621164.33 3021031 T
1 1844164.00 3021021 T 1847574.80 0021021 F
1 1844164.00 3021021 T 1844940.00 3021041 F
1 1844164.00 3021021 T 3079135.25 2011021 T
1 1844164.00 3021021 T 1845842.80 3031021 T
1 1844164.00 3021021 T 3058750.75 2031031 F
1 1844164.00 3021021 T 1849722.40 0011021 T
1 1844164.00 3021021 T 3466099.14 2011011 F
1 1844164.00 3021021 T 1845842.80 3031021 T
1 1844164.00 3021021 T 1848916.80 1021021 F
1 1844164.00 3021021 T 3453951.14 3011011 T
1 1844164.00 3021021 T 1842945.20 3001011 F
1 1844164.00 3021021 T 3159057.25 2011031 F
1 1844164.00 3021021 T 3466099.14 2011011 F
1 1844164.00 3021021 T 2772696.00 2021011 F
1 1844164.00 3021021 T 1849382.00 1011031 T
1 1844164.00 3021021 T 1849722.40 0011021 T
1 1844164.00 3021021 T 1620527.33 3031011 T
1 1844164.00 3021021 T 1852340.80 1011011 F
1 1844164.00 3021021 T 1846376.40 1011021 T
1 1844164.00 3021021 T 1852340.80 1011011 F
1 1844164.00 3021021 T 3160053.25 0011031 F
1 1844164.00 3021021 T 1844168.00 3011021 T
1 1844164.00 3021021 T 1844168.00 3011021 T
1 1844164.00 3021021 T 1844168.00 3011021 T
1 1844164.00 3021021 T 1626421.00 2031011 T
1 1844164.00 3021021 T 1620527.33 3031011 T
1 1844164.00 3021021 T 1855210.40 0031031 F
1 1844164.00 3021021 T 1844168.00 3011021 T
1 1844164.00 3021021 T 1629615.33 0021031 F
1 1844164.00 3021021 T 1628340.33 1041011 F
1 1844164.00 3021021 T 1847574.80 0021021 F
1 1844164.00 3021021 T 1847574.80 0021021 F
1 1844164.00 3021021 T 1852340.80 1011011 F
1 1844164.00 3021021 T 3149121.75 3001031 F
1 1844164.00 3021021 T 1849863.20 1001041 F
1 1844164.00 3021021 T 1842028.00 3011031 T
1 1844164.00 3021021 T 1845842.80 3031021 T
1 1844164.00 3021021 T 1850334.00 1021011 F
1 1844543.20 3051031 T 1856697.20 0051031 F
1 1844543.20 3051031 T 1852388.80 1051031 F
1 1844543.20 3051031 T 1848289.20 3041021 T
1 1844543.20 3051031 T 1847364.00 3051021 T
1 1844543.20 3051031 T 1845207.60 3041031 T
1 1844543.20 3051031 T 1854204.00 2051031 F
1 1844543.20 3051031 T 2785522.22 0051041 F
